,SYMBOL,IND,NAME,TOTAL VALUE,ERP,SHARPE RATIO,SORTINO RATIO,MAX DD,OPEN DATE,BASE,ADJBASE,PNL,PNL RATIO,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
208,SH600926,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,杭州银行,1199.7,14.1,2.3924981652588433,5.498208395687304,-0.024110886971141943,2026-01-26,15.579999923706055,16.549999237060547,581.9995880126953,0.06225926303623216,6,20.833333333333332,0.3333333333333333,-0.00755159528147674,均线收敛,433.0021619796753
209,SZ002142,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,宁波银行,2093.3,12.2,1.1145192722626882,3.225174764461428,-0.050598021925677084,2026-01-13,29.260000228881836,31.700000762939453,732.0001602172852,0.08339031151644188,5,25.0,0.4,0.013216802504098164,均线收敛,433.0021619796753
210,SZ001216,装修建材<span style='color:#ff4444;'><b>↑21</b></span>/31,华瓷股份,52.9,3.0,2.8544107696102197,5.947907580429296,-0.08712484270836118,2026-02-26,18.780000686645508,20.989999771118164,1104.9995422363281,0.11767832820390632,2,53.5,1.0,0.13400464320680747,多头排列,425.0001907348633
211,SH600343,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,航天动力,224.3,-2.4,0.015539900030550134,0.025466160817394265,-0.15302015470978425,2026-03-04,34.689998626708984,35.150001525878906,92.00057983398438,0.013260389662159004,4,31.0,0.5,0.2996795280440736,连续上涨,364.99900817871094
212,SH603011,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,合锻智能,132.5,-2.2,2.7966190379057396,6.586366820075176,-0.07850074847245181,2026-03-02,28.280000686645508,26.799999237060547,-444.0004348754883,-0.05233385479668157,4,34.5,0.5,0.07949712521718699,多头排列,364.99900817871094
213,SZ000519,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,中兵红箭,278.4,-2.1,0.7226049176668041,1.2123882531925334,-0.06506361246271175,2026-02-24,19.68000030517578,19.989999771118164,154.9997329711914,0.015752005138986398,4,27.25,0.5,0.005497450359768457,多头排列,364.99900817871094
214,SZ002595,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,豪迈科技,788.0,1.2,2.7837509985100937,5.669842903775828,-0.05549920207182646,2026-02-10,94.25,98.5,425.0,0.04509283819628647,5,23.6,0.6,0.04445649622673808,多头排列,364.99900817871094
215,SH600545,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,卓郎智能,74.2,-6.1,6.7704870978630876,10.871681290098108,-0.10060973371479343,2026-02-09,2.619999885559082,4.150000095367432,5814.0007972717285,0.5839695712360166,4,19.25,0.25,0.12143587382574683,连续上涨,364.99900817871094
216,SZ300875,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,捷强装备,51.1,-2.4,3.4670204711626367,9.999329189118399,-0.08173510124503136,2026-02-09,42.90999984741211,51.22999954223633,1663.9999389648438,0.19389419073433056,7,11.142857142857142,0.14285714285714285,-0.03198025946486586,连续上涨,364.99900817871094
217,SZ300486,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,东杰智能,119.7,-1.7,0.9378904882011717,1.707816995341135,-0.15032153927946212,2026-01-09,20.979999542236328,25.09000015258789,1644.000244140625,0.1959008913264001,3,38.0,0.3333333333333333,0.006444512013448457,均线收敛,364.99900817871094
218,SH688170,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,德龙激光,56.0,-1.3,5.770464218436341,13.29141847591039,-0.09424268596851648,2025-12-24,33.400001525878906,54.16999816894531,4153.999328613281,0.621856158508659,2,46.5,0.5,0.2880118525453375,连续上涨,364.99900817871094
219,SZ301312,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,智立方,109.7,-0.9,3.9247963384053515,18.46179468124498,-0.11293147151695582,2025-12-23,49.11000061035156,90.5,8277.999877929688,0.842801850442741,3,35.333333333333336,0.3333333333333333,0.3158579996667574,突破半年线,364.99900817871094
220,SZ000852,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,石化机械,83.2,-1.7,1.7115220235965618,3.024797523553913,-0.07563026653193883,2025-12-19,7.190000057220459,8.699999809265137,1962.999677658081,0.2100138720483432,4,31.5,0.5,0.05106988823890918,均线收敛,364.99900817871094
221,SZ002796,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,世嘉科技,150.9,-2.2,4.648324191091749,10.220591880333897,-0.07324075392485474,2025-12-10,21.270000457763672,59.79999923706055,15411.99951171875,1.811471459805879,2,55.0,0.5,0.789337937164178,多头排列,364.99900817871094
