,symbol,buy_date,price,adjbase,size,p&l,p&l_ratio,industry
221,OMC,2026-02-19,80.94000244140625,84.7699966430664,123.0,471.0892868041992,0.04731892866488051,广告代理
222,LGN,2026-02-20,55.2400016784668,54.06999969482422,181.0,-211.77035903930664,-0.021180339393412052,工程与建筑
223,ECG,2026-02-06,97.29000091552734,111.95999908447266,102.0,1496.3398132324219,0.15078628873364522,工程与建筑
224,MTZ,2026-02-06,259.1600036621094,295.29998779296875,38.0,1373.3193969726562,0.1394504692860646,工程与建筑
225,AGX,2026-01-16,383.6600036621094,430.25,26.0,1211.3399047851562,0.12143563544070282,工程与建筑
226,RBC,2025-12-10,447.5799865722656,566.0599975585938,22.0,2606.5602416992188,0.26471248612721093,工具与配件
227,USAR,2026-03-02,20.8700008392334,19.100000381469727,479.0,-847.8302192687988,-0.08481075163333285,工业金属采矿
228,MP,2026-02-26,60.0,58.47999954223633,166.0,-252.32007598876953,-0.025333340962727866,工业金属采矿
229,ALM,2025-12-04,7.199999809265137,19.299999237060547,1388.0,16794.79920578003,1.6805555206022136,工业金属采矿
230,BHP,2025-11-26,54.880001068115234,75.5999984741211,182.0,3771.0395278930664,0.3775509657933295,工业金属采矿
231,PLD,2026-02-05,136.13999938964844,137.85000610351562,73.0,124.83049011230469,0.012560648755204929,工业地产REIT
232,PSA,2026-01-06,270.32000732421875,306.94000244140625,36.0,1318.31982421875,0.1354690519568753,工业地产REIT
233,FOXA,2026-03-03,57.36000061035156,58.689998626708984,174.0,231.4196548461914,0.023186854989631953,娱乐
234,NFLX,2026-02-26,84.58999633789062,99.16999816894531,118.0,1720.4402160644531,0.17236082825699128,娱乐
